,date_info,name,title,content,rating
3068,Reviewed in India on 24 August 2020,Sandeep Nayak,Mobile touch screen issue/ mobile hangs offenly,"After using 1day, suddenly phone changed and later touch screen not working even after multiple restart mobile. My father bought same phone from shop having experience hanging problem (touch screen ). They were not giving replacements, as they need to verify mobile IMEI number in mobile-but touch screen was not working, so they they canceled and courier man denied to give replacement mobile",1.0 out of 5 stars
3069,Reviewed in India on 11 March 2020,Ruban Kumar.s,Midrange Monster!!,Correct Mobile For Midrange Price!. Pros:. -Monster battery( I'm struggled to drain this battery in a day).. -Nice performance for normal usage and Perfect Ram management.. -Sound quality is awesome with amoled display in headphone or not.. -For a deep look it's good with his body compare to glass body for its durability.. Cons:. -Camera quality is not good even also in Google camera. I disappointed so much.. -15W charger is given for 6000mah. Its take 2:30 mins for 100percent.. -temperglass and transparent case or headset is not given.. -HDR support is not good for pubg and it's not good for pro players.. I bought this mobile and used for 3days. 😃,4.0 out of 5 stars
3070,Reviewed in India on 27 August 2020,kamlesh r. balinge,"Product is good, worth to purchase","The phone is good as expected. I am writing a review after 15 days of use.. 1. Camera good quality (64 mpx cant use zoom). 2. Battery Very good performance work for 2 days without gaming ( i am not playing any games so not aware with actual performance with the game. ), No heating and charge will take 2-3h (10-100% charge). 3. Most of the applications need to download externally. 4. Super screen quality and touch. Overall the product is worth buy.. Thank You",4.0 out of 5 stars
3071,Reviewed in India on 27 May 2021,Sai Teja,I am really upset with this product,"Don't get into trap by seeing price & discount... Is it a first hand phone? If so, where the dust came into box even though it is sealed.. i thought this thing has happened only to me.. but many of the customers are complaining the same.. no return policy.. Amazon is playing with your needs & wants.. if they took an action earlier complaints & review another customer won't suffer.. it's really pathetic... Cam is not good.. slow charging.. taking more than 2.30 min for full charge..",1.0 out of 5 stars
3072,Reviewed in India on 9 March 2021,sahil vaish,good battery & camera,"battery is very good , camera is too good , specially for video making as it fps is too good so you can make good videos , have a device care feature so you can clean your ram memory for smooth functioning.. some preinstall apps ans features are not get un install if you dont need them this is the flaw but anyhow you have the option to disable them through apps settings.. also dont fill any mobile to its full memory available capacity for smooth functioning of mobile.",4.0 out of 5 stars
3073,Reviewed in India on 29 May 2020,ranjeet kumar,Worst Samsung mobile,"I bought this product by thinking that this phone will be not hang and will work smoothly but it happens exactly opposite, it hang continuously, some time in a day it hang 4-5 times And Battery and camera is not as per expectation. I have talked to customers care ,they suggested some troubleshooting but nothing happened. I am regretting by buying this Samsung phone.. In same price range I would have bought some other phone.. Samsung has broken my trust.. I am writing this review after use of 3 month of use of my Samsung M31.",1.0 out of 5 stars
3074,Reviewed in India on 13 July 2020,Raja Nallasamy,Good mobile with very poor camera,Camera 64MP in 3:4 ratio pixel is not real 64MP cam. Samsung should consider replacing it with better camers. I feel battery drains due to many apps running background. Other than navigation is smooth. AMOLED Display is good. But Corning Gorilla glass 3 is used while other brands use 5 now a days. Overall good phone with camera disappointment.,4.0 out of 5 stars
3075,Reviewed in India on 31 July 2020,LOKESH TRIVEDI,Excellent choice with best hardware and processor,"Phone is really good. Professional design. Build quality is really great.. 2.4 GHz + 1.7 GHz octa core Processor is a real beast. Very fast performance.. Phone looks little fragile because of plastic back cover. Back cover may brake with one fall.. Screen is crisp and clear. Color tone is really good. 6000MAh Battery is a beast. Stays for 3 days with moderate use. whatsapp, facebook and surfing.. Camera quality is also very good.. Double tap on screen and it will activate phone. Now you can draw pattern and unlock phone. Few things could be better.. Side facing finger sensor.. Each time to unlock phone.i need to lift up my phone because the finger sensor is at back.. No notification light.",5.0 out of 5 stars
3076,Reviewed in India on 19 August 2020,Amazon Customer,Very Amazing phone...Value for Money,"The phone is very good and I liked it very much.... Awesome battery , Good camera , Perfect phone..... But I am facing one problem , I use smule app(singing app) and the recording of songs is not good at all.... I have used multiple headphones and earphones but still the quality of recording is not upto the mark.... I am facing this problem from the time I purchased it and I am not getting a solution of this !!",4.0 out of 5 stars
3077,Reviewed in India on 13 March 2020,Akshay Thakur,#Megamonster really megga,Mega monster the correct name for such a great mobile phone with great specification. After using it for 10 days reviews are:-. 1.battery backup is really good i can use it continuously for one and half day.. 2.heat problm very minner it can't be feeled while playing pubg and very smooth gaming experience.. 3.camera quality they low light photography was amazing experience with this ya there is little bit problm with main camera becoz while zooming or while taking normal shoot detailing of objects can't be seen properly it got blur.. N last the delivery was very fast i just got it within 2 days so thnks Amazon.,5.0 out of 5 stars
3078,Reviewed in India on 6 August 2020,Saket Kumar,Jst go for this one . Its a best one and u will love it,"The best thing i liked here is the camera,battery backup, outdoor screen brightness and balanced gamming performances. Biometrics are decent and the overall performance is quite amazing. Few things that disliked me, like u cant play an even flowless heavy games for more an hour back pannel is getting a lot of frnger prints and scratches so needed to use a case , finger print scanner works a bit slower and m writing this review after a month used. Well this product is awesome with lots of features pros are more and cons are negligible",5.0 out of 5 stars
3079,Reviewed in India on 24 December 2020,Krish Arora,Pros and Cons after 2 months of use:,[Review after 2 months of use]. Display is awesome. Battery lasts more than a day. Camera super efficient. Only things i disliked:. Speaker not loud at all. Hangs occasionally. But it gets okay after I close the app and reopen it.,3.0 out of 5 stars
3080,Reviewed in India on 31 July 2020,Manju Vani,M31 is awesome,I like this mobile a lot ....spcl design ..its awesome to handle. 1.Picture quality is good. 2.Battery life is awesome...its almost more than 24hrs of normal usage.. 3.likes a lot to take pictures and also fingerprint access. 4.especial its budget friendly mobile. 5.using Samsung mobile phone products since 6 years its always gives good life. 6. This version M31 is also awesome. I didn't find any defects till now with this mobile using from one month and also Amazon delivered in time.. Thank you so much,5.0 out of 5 stars
3081,Reviewed in India on 6 June 2020,Basavraj jatti,Pros and cons,"Pros:battery is awesome, amoled display experience is very good, camera top level,headphones sound on this phone is outstanding,. In pubg (smooth+ultra) you will not get any lag u can play without any issue, performance is very nice, everyone is telling exynos 9611 is weak processor but believe me guys it's working very fine in this device you can play pubg smoothly. Cons: charging speed is little bit slow. But remember guys -lower the speed of charging higher the battery life and higher the speed of charging lower the battery life",5.0 out of 5 stars
3082,Reviewed in India on 2 June 2020,K ishwar,Great budget camera phone,It's a great mid range phone with good quality camera and battery. Camera ( both front and back ) are really good especially the macro photos really gives good picture quality. Battery can easily last for 25-30 hours with moderate usage. Gaming was also pretty smooth.. the two 4 core processors really make the experience smooth. Had some reservation about exynos processor before buying but it seems a good one after a week of use. Transition effects are really good and always on display feature is one which i felt good as i missed that from good old. Lumia days...all in all great phone to buy,5.0 out of 5 stars
3083,Reviewed in India on 27 February 2021,kalyan kumar adhikary,Amazing phone,It's an amazing budget phone. Finger print sensor works very well camera quality is very good. And with the amoled display you can enjoy the best video experience. Also with the mega battery if you are not a heavy user your charge can last long 2 and half days which is quite big for such a huge screen phone. But one thing I'm not satisfied is the face unlock it's quite a bit slow even sometime doesn't recognize your face also. But overall it's a money worthy purchase and if you don't wanna use Chinese phone this can be a best deal for you.,5.0 out of 5 stars
3084,Reviewed in India on 2 September 2020,sunil kumar,Bad expercience,"Very dispointed, face some problems with new phone ,just 3 week old. 1. Suddnely fingerprint not working, even. after reset and clear cache.. 2. Scroll down bar not work when i played. pubg or use some application , so when i. played pubg there is no way to adjust. brightness, exit or minimise.. 3. When i charge phone it says fast charging. but it takes abov 3 haurs for battery full, so. how it is fast?? My last phone is samsung. galaxy J7 prime it takes just two hour for. full.",3.0 out of 5 stars
3085,Reviewed in India on 27 August 2020,Sumit,Amazon need to look into quality,Be very much careful while purchasing electronics on Amazon. It's always about quality and loyalty. I received Samsung M31 which was used or repaired. Display panel egdes had dust particles as if it was replaced or changed. Got replacement for the same in few days and other product wasn't having same issue but had minor manufacturing fault on edges of the phone which I ignored as I had done exchange of my old phone so was in need of phone. Hope this one works fine.,3.0 out of 5 stars
3086,Reviewed in India on 24 June 2020,Abraham ,Good phone... review after using for 5 days,After using for 5 days here are my conclusions. 1. After using for 9-10 hrs youtube and browsing google....phone battery is 20% and charging for 2 hours is required as it is 6000mah.. 2. Camera is good... 3. Finger print works good.. But charging cable is bit short but its ok... Good phone at this price..,4.0 out of 5 stars
3087,Reviewed in India on 8 June 2020,DJ V,Bad product. Go for other Like Redmi series,"Go for other like redmi note series. This is not upto the features which are available for this price point provided by other brands like redmi. Fingerprint sensor is bad, takes effort for unlocking it even in face unlock. Bad product. Battery charging is too slow 3 hrs to fully charge and backup is only for a day if ita fully charged. In case of half charged you will need to charge again n again within a day. Bad product.",1.0 out of 5 stars
3088,Reviewed in India on 2 June 2020,Subin,Samsung's MegaMonster,"One of the best phone from samsung. If you are looking for a low budget phone with high specifications, M31 is the right option.. Finger print reader works fine and much better than my J7 prime.. 6000mah battery is the main advantage of this phone. Battery life is super as compared to my previous J7 prime.. Camera quality is amazing during day time and its not good in the low lighting conditions.. Games like PUBG,PES,etc runs smooth in this phone.. In my experience Samsung's Galaxy M31 is a superb phone in this budget.. (This review is written from my experience only )",5.0 out of 5 stars
3089,Reviewed in India on 30 July 2020,Venkatesh,I am having the world's best phone at lowest price,I am very glad to buy this phone. What a mobile I have never tried the features that are there in this phone and I am planning to buy few like this for my family members by seeing the phones feature . The battery omg it absolutely fantastic and I am very happy about the camera what a osm selfie I get from this phone I never worried of like i wasted money in this phone but I think I am having best phone in my hand and fingerprint reader is as fast as light within a touch of my finger the phone will unlock very fast I thank Samsung Galaxy very much for making the phone like this,5.0 out of 5 stars
3090,Reviewed in India on 22 May 2020,Amr,Do Not Go For It !,Ok first of all.. 1.Do not buy the phone as they have mentioned 6000Mah Mega Battery.The battery works just half a day and is so normal. It's not even fast charging.. 2.Do not even think of a good front camera.. 3. The charger is not a fast charger.. Do not go for this for 16k.. 4. Rest some of the features are okie.. 5. Would be better if I get refund.,3.0 out of 5 stars
3091,Reviewed in India on 9 August 2020,C RAMESH,M31 speaker problem,"Bought M31 phone with much expectation. Speaker volume for incoming and out going calls very very low. Out doors call volume much worst. In the speaker mode also sound is low.. Visited Samaung service center for repair. But they said it is software issue and no issue with hardware.. They reset the software, but no improvement in sound quality.. They keep on arguing that speakers are OK.. WORST EXPERIENCE. Problem still exist.. Basic function of the phone is for calls, but that itself not served.. Request Amazon / Samsung to look into the problem.",2.0 out of 5 stars
3092,Reviewed in India on 25 August 2020,AJ,Awesome phone,Awesome product. Bad experience with delivery. Cant describe much else review wont be published,3.0 out of 5 stars
3093,Reviewed in India on 1 June 2020,Vijay,Crispness with performance,"As a fan of Samsung products, because of their consistent quality and amazing products, I really enjoy buying and using Samsung phones.. Galaxy Samsung M31, is a no nonsense phone with good value for money. Crisp display and a decent camera is the ask of most of the users ,including me.. This phone lives up to my expectations.",5.0 out of 5 stars
3094,Reviewed in India on 30 November 2020,Amazon Customer,Review,"Over all the ohone is good, as for me i am not a very heavy phone user, played COD for which the experience was pretty smooth. Battery life is also good. Only thing i didn't like is the back cover...as it is plastic thougb with a back cover ot has got dirt impressions which makes it look very old",4.0 out of 5 stars
3095,Reviewed in India on 21 November 2020,RAJENDRA,Very poor battery life.,"Battery life very poor. Camera average. No reason to purchase this mobile unless you are bound to buy only Samsung. Redmi Note or Realme is far better choice in this price range. There is no support from Amazon once you accept delivery. See image shared for response from Amazon. Finger print reader average, not so fast,",1.0 out of 5 stars
3096,Reviewed in India on 2 June 2020,Sulochana,Nice Product on Economy Price Range,"The review after usage of 15 days.. Build quality is good as per 16k price range.. Battery life is around 1.5 days in average usage & network conditions.. Camera quality seems OK.. Fingerprint sensor is fast enough.. No idea about Processing and RAM as I have not tested on heavy Gaming performance.. Overall, nice product on economy range by Samsung.",4.0 out of 5 stars
3097,Reviewed in India on 24 November 2020,Sai Yashwanthi,Worth the price,"Really nice and easy to function with type of phone for the price.. Great battery life.. Two small negative for me :-. • Whenever the android gets updated, the apps which I have disabled or un-installed, gets abled or installed again.. • And while getting whatsapp mgs from group chat the name of the group does not come in notification bar, only the sender's name, which is bit confusing whether the person have sent a group chat or personal chat.. Otherwise the phone is great.",4.0 out of 5 stars
3098,Reviewed in India on 16 August 2020,Abhijai Dogra,Amazing device as possible I ever seen and use.,"It's amazing product I used in my life in this amount . It's camera ,CPU , R.A.M.,etc . I know why this phone screen looks like because you maximize phone features as possible at this range .My I requested that please create app development platform in this kind of phone for people like us develop apps. In this device like visual studio in pc. Because no one including Google and Microsoft never do such thing Making app development platform in smart phones. Like Android studio,visualstudio,netbeans etc.",5.0 out of 5 stars
3099,Reviewed in India on 27 May 2020,sai k.,Samsung Galaxy M31,"The Samsung Galaxy M series has gained a lot of popularity thanks to affordable prices and up-to-date hardware. Samsung has managed to lower prices by selling these models online, reducing distribution costs. The sub-Rs. 15,000 Samsung Galaxy M30 set the pace, and a refreshed version, the Galaxy M30s, really helped the company strengthen its position in this segment. Samsung has now launched a successor to the Galaxy M30s, called the Galaxy M31. You now get a quad-camera setup, an upgrade from the triple camera setup on the M30s. However, the processor and the battery capacity remain unchanged.",5.0 out of 5 stars
3100,Reviewed in India on 27 May 2020,Mohd Saif Anees,Vibes for this phone,"I have been using it for a week and the phone works aweasome.. Handy to use and gives a premium look as well, yes it is a mega monster, battery truely lasts long and the display which samsung provides is uncomparable. Quad cameras are working at its level best, night mode, live focus, HDR, Time lapse are the features which helps to wrap up moments and this phone delivers it very gently.. I never expected that I would get a phone with these huge numbers of features and the benifits, at this price range. You can enhance your way to utilise your phone with best multimedia experience.",5.0 out of 5 stars
3101,Reviewed in India on 30 July 2020,Abhijit,The best budget phone I ever had,"This is the best ever smartphone that you'll get within Rs 15000. I've bought the 128GB variant with 6gigs of ram. The camera quality is very good especially the macro. But it does pixalate the picture in wide angle. The screen resolution and color depth is pretty much vivid. And the battery, this phone can run a whole day with your location turned on and full brightness and you can even play pubg still you'll left with some juice at the end of the day. On standby mode it goes upto 3 days. Overall within 15k this is a pretty amazing phone",5.0 out of 5 stars
3102,Reviewed in India on 26 June 2020,Krishna kumar,Average mobile with high cost. Camera Quality is not good.,If you are looking for good camera mobile then dont buy this.spec of the camera and quality of images are no where near. My previous mobile with 16MP was doing far better 64MP. Slow motion video in the night with light Condition is pathetic.,3.0 out of 5 stars
3103,Reviewed in India on 25 September 2020,Jagannath,Quality of Touchpad & Voice,"Its touch pad is not good. sometimes 2 to 3 times required to touch the icon to open.as well as hanged & voice quality is also up to the mark,maximum time voice cracked can't hear what saying from other side also.Waste of money.I never recommend any one to go for this model & brand.Battery life is good & camera also good not better.For this purchase value waste of money.",3.0 out of 5 stars
3104,Reviewed in India on 15 March 2020,Sudheer george,Do not Buy,"Do not buy if u want peace of mind. good battery , good display and performance. But it drives me crazy whenever I use it even feel like breaking it. Every Time makes a call it go to auto hold minimum two times and every time it goes to auto record . It drives you crazy . Samsung should stop making such technological nuisance. Really a piece of crap. I need my money back",5.0 out of 5 stars
3105,Reviewed in India on 7 June 2020,Aditya,Not resolved my issue yet.,As I talked to your Amazon executive and said that I have a heating issue in my handset.. Your executive assured me to resolve my issue.. But now as your policy my return date has been finished.. I request Amazon to plz go through my issue an d resolve it.. Fast. The last talk with your executive was on 3June2020. She assured me that my issue will be resolved.. Once again I again request Amazon to resolve my issue or call me.. With Regards. Aditya Jain. Phone no. 8377855629,3.0 out of 5 stars
3106,Reviewed in India on 23 January 2021,Ashish Pandey,Don't buy.Signal issue.its a plastic toy,"Don't buy it seriously. Main work of any phone is call n internet.. A lots of network problem with this phone .. Will show 2g even if there is full network. Network fluctuations are there. Tons of complaints regarding network issue from tha launch of this phone, but they hardly care.. If you want to purchase a toy with cam n touch then go for it . Cheapest Chinese mobile has better network. Regretting switching to Samsung",1.0 out of 5 stars
3107,Reviewed in India on 15 November 2020,Vikram,Best vfm phone,"Amazing phone for the cost, the camera quality is top notch with 64 mpx coupled with a batter of 6k mah that makes the phone last longer. Couldn't have struck a better deal with the prime offer where could get this phone with flagship specs at a mere 14k.. One aspect that could've been done better is the processor that is used",5.0 out of 5 stars
3108,Reviewed in India on 10 September 2020,Bhushan G.,"3 star despite of good 6K MAH battery, 8GB RAM & 128 Gb internal storage!","Screen color, touch & smoothness is OK. Face unlock is for namesake. It never works properly. Lot of basic features required like call history doesn't show caller number. Pls change sign of portrait to screen rotation which is common. Add feature of most called numbers so it will save time of searching in phone directory. It takes lot of time to charge battery 100%. Quick charge required. Bluetooth connectivity is an issue. Takes more time to start the mobile compare to other brand smartphones. Overall I will rate 3 star to this phone.",3.0 out of 5 stars
3109,Reviewed in India on 27 November 2020,gaurav kumar joshi,"Screen will get broke even with minor handling, if you are buying this do buy insurance","Worst phone than cheap phone , cost me 13000/- Rs. Screen got break with only 1 ft fall, Authorised service centre asked for 5000/- for replacment charges and said that warranty card is for manufacturing defect while the warranty card say that service charges will not be levied . The phone is having avergae performance from what is being offered , camera quality poor , repenting my decision when I have gone for this piece of garbage, highly disappointed.",1.0 out of 5 stars
3110,Reviewed in India on 1 September 2020,Dinesh Kumar R,Worstu Online strategy by Samsung,"Main drawback of this mobile is there is no service available for this M series. As it's clearly explained by Samsung store that M series is online model to compete other companies. It doesn't have any service on repair and it will easily malfunction. If u don't believe call to local customer care and ask that my mobile screen broke, is it repairable..!",1.0 out of 5 stars
3111,Reviewed in India on 17 October 2020,Neha,A Bad Buy,"The first hand experience of the phone is horrible. There is signal quality issue, sensors (both finger print and face recognition) doesn't work properly. The phone charging speed is toooo slow. A BAD buy. Don't go for it guys. Amazon is also clueless when talked to their technical support. It seems that Samsung has degraded their product quality a lot.",1.0 out of 5 stars
3112,Reviewed in India on 9 April 2021,RJ,"Sheer waste of money, the product delivered is a defective one","The product delivered was a defective piece, most of the apps use to close on it's own, tried checking with Customer support for amazon and they informed that they cannot exchange as it was 2 days outside of the return policy, the phone has constant problems, visited Samsung repairs and they informed that they cannot exchange.",1.0 out of 5 stars
3113,Reviewed in India on 10 May 2021,Santhosh kumar ,A premium phone on affordable price,"First time using Samsung, fingerprint reader fast just show finger that’s all. Phone open fast battery better life . I prefer this phone for it camera quality and fully satisfied .If the wt reduced it will be more comfortable. Thanks to Samsung . A premium product with affordable price.",5.0 out of 5 stars
3114,Reviewed in India on 30 July 2020,Sriram,Excellent midrange phone. Great quality unbeatable price.,I purchased this phone in May 2020. So far I have been using this as my primary phone.. I use the phone in a daily basis for all my personal uses for at least 12 hrs straight. The battery life us great.. I used this phone as a camera for my nephew's wedding and the pictures came out great.. Finger print sensor is located perfect way and is fast.,5.0 out of 5 stars
3115,Reviewed in India on 31 March 2020,Anirban Mondal,"Very good in this budget, but both camera performence is not upto the mark.","Phone performance is really very good, not stacking or hanging during multiple app operation. Battery is also very good. But the camera 64MP is not up to the mark compared to oppo/vivo 48MP. But camera is good.. SAR value is very low and its a very good point to buy this mobile. Overall very good mobile phone in this budget.",5.0 out of 5 stars
3116,Reviewed in India on 13 June 2020,RKM,Poor performance and built quality,"I have used LG motorolla and samsung phones. This samsung product is absolutly disappointing ( heating, hanging, battery life and above all built quality). Finger sensor is not upto the mark. I am comparing this phone with my previous Moto one power which was far better than this M31. At least I am not going to purchase any samsung phone in near future. I think if any one planning to buy this phone the I suggest to donate that money to PM care fund. Donot waste your money here.",1.0 out of 5 stars
3117,Reviewed in India on 15 October 2020,Vinayaga murthy,Touch screen failed in just 4 months.,"The following are my reviews:. Touch screen - failed in just 4 months. Heating- if you use it for 30 minutes or above, the 6GB RAM processor indicates that the phone is getting heated and I will stop all the apps.. Battery life - good. Camera quality - not appreciable.. I have been roaming around the samsung store for past few months... do you want to roam like me ??",1.0 out of 5 stars
3118,Reviewed in India on 1 August 2020,Sumanth B.,Great for every day use,"The galaxy m31 is a good phone in the mid range sector with awesome cameras,huge battery and amazing display.The battery life is really good on the mobile.And regarding the cameras the first pic uploaded is captured in the macro mode in which you can see the leaf skeleton not soo clear but it does the job and the second one is taken in 64mp mode which is amazing..........for people who are looking for smooth gaming performance this is not the one however call of duty work good,pubg is not soo good.Its a great phone for every day use and definitely not a good gaming phone.",3.0 out of 5 stars
3119,Reviewed in India on 26 November 2020,Rajeshkannan A,"Not bad it's ok for battery  🔋 only,  nothing is specifically good on this edition","Mobile phone looks good but still lack of performance is hectic , not able to multitasking sometime it's hung , also surprised what difference is m31 vs m31 Prime ? I don't know both same , samsung need to learn more experience from customer still the samsung thing what ever the phone released people accepted to buy but it was bad thought on samsung mobile business",2.0 out of 5 stars
3120,Reviewed in India on 29 September 2020,jayashree mahato,Worst,"I have come my review due to worst experience....touch sensor, finger print sensor is not working properly, back cover is not good.. So many scratches appeared with a few day.... Even after careful handling....I have been using my redmi pH since last 2 yrs.... But it still working good than this product..... Display is broken after slight pressure....one day I put this pH in my bag and after open the bag I found broken off display....",5.0 out of 5 stars
3121,Reviewed in India on 30 July 2020,Amazon Customer,worth it!,"Been using it for two months now. It's fast, smooth. No glitches when I'm typing too fast. Lots of widgets and customisable properties. Feels light to hold. The screen lets you keep playing whatever you're watching in a smaller screen while you use other apps. The camera is great! Battery lasts me two days even though I use it for music and social media quite a lot!",5.0 out of 5 stars
3122,Reviewed in India on 18 May 2021,Pratik dutta,Don't buy samsung galaxy M31,"I had bought a samsung galaxy M31 on 5th September 2020. But now the problem is my fingerprint is not working, my flashlight also not working. When I use my mobile for long time. It automatically heat so much. I checked on google. How to control the heating problem on sumsung galaxy M31 but I saw on google lot of people reviewed on it. They are also facing same issue.I am requesting to all the samsung users. 🙏🙏🙏Please don't purchase the samsung galaxy m31. It is 3rd class mobile but battery back up is good and nothing is good on it.",1.0 out of 5 stars
3123,Reviewed in India on 25 May 2020,Devajit,Worth it!!!,"Good handset, extremely worth the cost! Brilliant interface, user friendly smooth experience. Impressive camera quality, and all features are excellent. Very much secure, fast fingerprint sensor, and face unlock with an amazing sampled contrast screen. Beautiful body design.... Very much impressed by the performance..... What else do you need at such a price...",5.0 out of 5 stars
3124,Reviewed in India on 1 August 2020,SJ,Fully Loaded. Fully Recommended.,"This is the best phone in this range.. No one else gives these specs in such a great looking phone, at such a great price.. Loaded with features, space, power and wonderful screen and cameras (both sides).. The phone looks sleek and premium, and feels fairly light, without a cover, at least.. After more than 3 months of usage:. - The phone is still very fast, multi-tasks easily with several heavy apps open. - Still charges very fast. - Still draws 'wow's. - Cannot recommend the camera enough.",5.0 out of 5 stars
3125,Reviewed in India on 14 August 2020,Sarthak Setia,Value for money(more or less),"The 2 things that made me buy this phone were : super Amoled display & extensive battery life.. Camera quality is just fine.. Battery life is really good.. Finger print reader is okay too (more or less just the same as any rear fingerprint scanner is). But I do like the feature that when you drag your finger along the sensor it gets your notification tray up and down.. Although the phone is really good for the price but I would like to say that as the other phones, it lags too especially when it's storage is occupied to its peak (or near the peak).",3.0 out of 5 stars
3126,Reviewed in India on 1 August 2020,SS - Simple & Serene,Phone hangs a lot,"The main camera is good but as always like every other android phone the front cam is not good but the macro is very good, time lapse and slow mo is very bad..... the touch is super sensitive the phone has started hanging it get stick while typing I dont know if I got a faulty piece",2.0 out of 5 stars
3127,Reviewed in India on 9 March 2020,Mukul Sharma,Best Smartphone in India for 2020,"The Galaxy M31 turned out to be the most value-for-money budget phone from the Korean giant.. Samsung has once again focused on battery capacity as one of the highlights. The Galaxy M31 has a 6,000 mAh battery under the hood, the biggest we’ve ever seen on any Galaxy phone, no matter which price segment it may fall in. The other notable feature on the M31 is a 64MP primary rear camera.. The Galaxy M31 also comes with a number of other camera features, like AR Emoji, Super Slow-mo video recording, a regular slow motion mode, and a Super Steady mode that uses the ultra-wide cameras to record action camera-like videos with reduced shake.. I love it .. Thanks Samsung and Amazon",5.0 out of 5 stars
3128,Reviewed in India on 5 October 2020,Amazon Customer,New Model with Minor changes,The Samsung M31 is new model with minor changes compared to M30. It's heavy on perhaps on account of battery size/capacity. Photo quality is so..so. It's not charging fast as it displays. It consumes 2 to 2.5 hrs to charge full. This review is after one month's use.,4.0 out of 5 stars
3129,Reviewed in India on 29 July 2020,Sumit Mukhopadhyay,The best for the bucks,"My first need was 'Made in India'. A fantastic buy by all means. Nice speed, Superb display, Beautiful call quality, Herculean battery. Internet speed has improved a lot. Phone never lagged. Nice features added. Camera is awesome.",5.0 out of 5 stars
3130,Reviewed in India on 23 March 2020,siv,Samsung M31 review. Go for it.,"Bought it on the launch hour. I am rating this after using it for more than two weeks. It is worth your money. I think, Samsung cameback with a bang. Awesome speck in this range. Don't waste your money choosing other vendors.. Both sides Camera's are stunning.. Sound quality is very good.. Battery backup is coming for 2 days.. Initially felt bit heavy ..but now I am okay with it.. No lags at all.. Just go for it...",5.0 out of 5 stars
3131,Reviewed in India on 3 October 2020,Pritesh Dagur,Pretty decent purchase for that price,"For ny tech challenged husband who detested photography, this was a welcome change. He's loving how smooth this phone is. And he's taking photos (Hail Miracles !!!!). A very neat purchase for that price. I mean, it's no Samsung S8+ phone (my phone) but the features are pretty decent.",5.0 out of 5 stars
3132,Reviewed in India on 1 August 2020,Rajiv Jayaswal,Truly a MEGA MONSTER,"This is really a MEGA MONSTER. The battery, the camera, the elegant look, and what not... Everything is just what one wants in his/her phone is on it. This is an awesome looking, flagship looking phone in midrange. The battery life is just amazing. It easily lasts through a day in a very heavy usage and can last for another half day in moderate usage. The camera is just wow. The fingerprint sensor and face unlock is really quick and responsive. This is the best phone to buy under 20,000. Go for it guys.",5.0 out of 5 stars
3133,Reviewed in India on 10 September 2020,Laks,Galaxy M31-Performance,"The phone looks sleek,handy. Camera is good. However the battery seems to drain faster than expected though its 6000mAh. Navigation looks a bit tough and too many steps to get things done. Some of the features and functions look too old compared to similar phones of different make. The widgets are not helpful at all. Some of the basic apps like activity tracker which are in built in many phones these days are missing. Face detection doesnt work always.. Also, Samsung apps and promotions are too much and sometimes irritating.",3.0 out of 5 stars
3134,Reviewed in India on 3 December 2020,Amazon Customer,It's good choice,"Samsung m31 a very very very good phone but charger is not even fast not so good.its jus better, Its comes 15 watt if Samsung provide atleast 25w or 30w charger. It will becomes excellent. Unfortunately the phone only support 15w charger only.. If you charge it with 18w or any watt it will charge with 15w charger speed.. Processor is excellent and it is Eyxnos 9611 Processor",4.0 out of 5 stars
3135,Reviewed in India on 24 November 2020,AJIT  ,Best camera and valuable phone.,"Samsung galaxy m31 has good quality fingerprint senser and excellent battery life,better run all day,this phone can run upto 1 and half days after 100% battery charge and 1 day,if one watch video on it. Back camera and selfie camera has clear,sharp and detailed colour quality picture.Dispaly in amolled screen is awesome.over all this phone is value for money in this price range.",4.0 out of 5 stars
3136,Reviewed in India on 14 March 2020,Mayank Raj,Great Phone with massive battery and sAMOLED,"I bought this as it was completing my smartphone specification needs.. Loved camera and audio quality when I use video recording.. From my point of view getting sAMOLED and 64 MP quad camera setup at this price point is a steal deal.. When it comes to some more needful things, I would love it if it comes with in display fingerprint reader and charging adapter with more output for fast charging because it takes time to charge massive 6000 mAh battery which I took one or one and half day to drain after office uses and PUBG session.. Talking about design it feels sleek and premium because of shiny finish.",5.0 out of 5 stars
3137,Reviewed in India on 31 July 2020,Don Bosco Peter,Great  phone for e-learning,I use this phone for online classes. After my 6 hours of every day classes there is still some juice .. Good interface better than my previous phone with stock android.. I love its camera.. Not good for gamers. Only one issue I face is memory card losses contact frequently. Hope I can fix it at a service center.,5.0 out of 5 stars
3138,Reviewed in India on 2 June 2020,ABHISHEK SRIVASTAV,Value for money,"Many of brands having lots of model in market even Samsung has many but in this segment of price, M31 is having best features. I am very much satisfied with it's camera quality, battery backup. Best part is due to 6GB RAM and 128GB internal phone provides very much smoothness in handling and data storage.. Only one problem is that I feel some heat when the phone is on charging and the same time i use any app but and in normal situation phone is fabulous. So from my side it is 5 in 4.9. Thank you Samsung for providing this kind of model in this price range with brand name of Samsung.",5.0 out of 5 stars
